Record Date,FEI Number,Legal Name,Record Type,Publish Date,Download,Record ID
2015-07-11,2521009,"Hillside Poultry Farms, Inc.",483,2024-01-17,https://www.fda.gov/media/79885/download,286463
2016-10-25,2571104,Reading Hospital,483,2024-01-17,https://www.fda.gov/media/100766/download,286487
2015-07-10,2573016,"American National Red Cross - Johnstown, PA",483,2024-01-17,https://www.fda.gov/media/79343/download,286427
2015-07-11,2573016,"American National Red Cross - Johnstown, PA",483,2024-01-17,https://www.fda.gov/media/82852/download,286462
2015-07-11,2573021,"American National Red Cross, Penn Jersey Region",483,2024-01-17,https://www.fda.gov/media/78740/download,286459
2015-07-11,2573021,"American National Red Cross, Penn Jersey Region",483,2024-01-17,https://www.fda.gov/media/82502/download,286466
2015-07-11,2573021,"American National Red Cross, Penn Jersey Region",483,2024-01-17,https://www.fda.gov/media/82508/download,286461
2015-07-11,2573021,"American National Red Cross, Penn Jersey Region",483,2024-01-17,https://www.fda.gov/media/82917/download,286464
2015-07-24,2650141,"McNeil Healthcare, LLC",483,2024-01-17,https://www.fda.gov/media/78009/download,286419
2015-07-24,2650141,"McNeil Healthcare, LLC",483,2024-01-17,https://www.fda.gov/media/78922/download,286867
2015-07-24,2650141,"McNeil Healthcare, LLC",483,2024-01-17,https://www.fda.gov/media/78943/download,286865
2015-07-24,2650141,"McNeil Healthcare, LLC",483,2024-01-17,https://www.fda.gov/media/79319/download,286868
2015-07-24,2650141,"McNeil Healthcare, LLC",483,2024-01-17,https://www.fda.gov/media/79322/download,286864
2017-05-15,2650141,"McNeil Healthcare, LLC",483,2024-01-17,https://www.fda.gov/media/78935/download,286877
2015-07-10,2917293,"Genentech, Inc.",483,2024-01-17,https://www.fda.gov/media/82305/download,287149
2015-07-11,2939582,"Setton Pistachio of Terra Bella, Inc.",483,2024-01-17,https://www.fda.gov/media/76389/download,287156
2017-05-15,2939582,"Setton Pistachio of Terra Bella, Inc.",483,2024-01-17,https://www.fda.gov/media/76184/download,287214
2015-07-11,2972991,American National Red Cross (The),483,2024-01-17,https://www.fda.gov/media/82905/download,287158
2015-07-23,3010477,Jubilant HollisterStier LLC,483,2024-01-17,https://www.fda.gov/media/90709/download,287300
2015-08-12,3022004,Willamette Egg Farms LLC,483,2024-01-17,https://www.fda.gov/media/82719/download,286503
2016-09-02,1000113778,Bausch & Lomb Incorporated,483,2024-01-17,https://www.fda.gov/media/99908/download,287066
2015-07-10,1000117234,"College Pharmacy, Inc.",483,2024-01-17,https://www.fda.gov/media/85396/download,287116
2015-07-23,1000117234,"College Pharmacy, Inc.",483,2024-01-17,https://www.fda.gov/media/92082/download,287124
2018-02-21,1000117234,"College Pharmacy, Inc.",483,2024-01-17,https://www.fda.gov/media/111149/download,287127
2015-07-17,1000118167,"Blue Bell Creameries, LP",483,2024-01-17,https://www.fda.gov/media/91871/download,286511
2015-07-23,1000118167,"Blue Bell Creameries, LP",483,2024-01-17,https://www.fda.gov/media/92080/download,286514
2015-07-27,1000118167,"Blue Bell Creameries, LP",483,2024-01-17,https://www.fda.gov/media/92095/download,286330
2015-07-23,1000124040,"Basic Food Flavors, Inc.",483,2024-01-17,https://www.fda.gov/media/78582/download,286696
2015-07-11,1000148123,American National Red Cross,483,2024-01-17,https://www.fda.gov/media/86627/download,287120
2015-07-11,1000150647,"Johnson & Johnson Consumer, Inc",483,2024-01-17,https://www.fda.gov/media/78849/download,286455
2015-07-23,1000160734,"Pyramid Laboratories, Inc.",483,2024-01-17,https://www.fda.gov/media/90793/download,287172
2015-07-11,1000220733,"Zimmer, Inc.",483,2024-01-17,https://www.fda.gov/media/81802/download,286941
2018-02-06,1000220733,"Zimmer, Inc.",483,2024-01-17,https://www.fda.gov/media/111121/download,286956
2015-07-23,1000305672,"Resilience US, Inc.",483,2024-01-17,https://www.fda.gov/media/77123/download,286841
2015-07-23,1000305672,"Resilience US, Inc.",483,2024-01-17,https://www.fda.gov/media/78195/download,286842
2015-07-10,1000305929,Cal-Maine Foods Inc,483,2024-01-17,https://www.fda.gov/media/83317/download,286897
2016-02-19,1000371043,Dougherty's Pharmacy,483,2024-01-17,https://www.fda.gov/media/95968/download,286343
2015-07-10,1000373073,"Kasel Associates Industries, Inc.",483,2024-01-17,https://www.fda.gov/media/85292/download,287118
2015-07-17,1000511010,Nebraska Methodist Hospital,483,2024-01-17,https://www.fda.gov/media/89435/download,286717
2016-02-12,1000511010,Nebraska Methodist Hospital,483,2024-01-17,https://www.fda.gov/media/95785/download,286718
2015-07-10,1000514603,Regeneron Pharmaceuticals Inc,483,2024-01-17,https://www.fda.gov/media/83098/download,286580
2015-07-10,1000523075,"Gilead Sciences, Inc.",483,2024-01-17,https://www.fda.gov/media/86086/download,287138
2015-07-10,1000524567,Evergreen Fresh Sprouts LLC,483,2024-01-17,https://www.fda.gov/media/88368/download,287306
2018-04-25,2000023438,Rose Acre Farms Inc. - Hyde County Egg Farm,483,2024-01-17,https://www.fda.gov/media/112199/download,286575
2017-05-16,2000027140,Sofgen Pharmaceuticals LLC,483,2024-01-17,https://www.fda.gov/media/105083/download,287072
2015-07-23,2000036428,Ninos Fresh Cut Fruit and Veg.,483,2024-01-17,https://www.fda.gov/media/79861/download,286322
2015-07-11,3000210731,Eon Labs Inc,483,2024-01-17,https://www.fda.gov/media/81844/download,286568
2015-07-11,3000717616,Wilcox Farms Inc,483,2024-01-17,https://www.fda.gov/media/82695/download,287284
2015-07-23,3000719749,Biogen MA Inc.,483,2024-01-17,https://www.fda.gov/media/87315/download,286569
2015-07-11,3001056284,"Luberski, Inc. dba The Country Hen",483,2024-01-17,https://www.fda.gov/media/83469/download,286838
2015-07-23,3001236616,"Musculoskeletal Transplant Foundation, Inc.",483,2024-01-17,https://www.fda.gov/media/90006/download,286662
2015-07-11,3001451326,"Artivion, Inc",483,2024-01-17,https://www.fda.gov/media/76905/download,287014
2015-07-11,3001451955,"American National Red Cross (The), Lewis and Clark Region",483,2024-01-17,https://www.fda.gov/media/79376/download,286286
2015-07-23,3001576820,CFP Acquisitions Inc.,483,2024-01-17,https://www.fda.gov/media/91468/download,286321
2018-07-26,3001576820,CFP Acquisitions Inc.,483,2024-01-17,https://www.fda.gov/media/114920/download,286518
2015-07-10,3001615902,Kellen Egg Farm,483,2024-01-17,https://www.fda.gov/media/82712/download,286406
2015-07-10,3001675293,"Intuitive Surgical, Inc.",483,2024-01-17,https://www.fda.gov/media/86429/download,287137
2015-07-10,3001779702,"Wedgewood Village Pharmacy, LLC",483,2024-01-17,https://www.fda.gov/media/85374/download,286656
2015-12-09,3001779702,"Wedgewood Village Pharmacy, LLC",483,2024-01-17,https://www.fda.gov/media/94841/download,286672
2015-12-09,3001779702,"Wedgewood Village Pharmacy, LLC",483,2024-01-17,https://www.fda.gov/media/94873/download,286670
2015-07-10,3001833549,"Fresenius Kabi USA, LLC",483,2024-01-17,https://www.fda.gov/media/83173/download,286581
2015-07-11,3002095335,Boston Scientific Corporation,483,2024-01-17,https://www.fda.gov/media/70678/download,286767
2015-07-23,3002147105,Unilever Covington,483,2024-01-17,https://www.fda.gov/media/78199/download,286385
2015-07-11,3002345935,The American National Red Cross,483,2024-01-17,https://www.fda.gov/media/82819/download,287249
2015-07-23,3002401385,Custom Compounding Center,483,2024-01-17,https://www.fda.gov/media/92563/download,287236
2015-07-10,3002468086,"QuVa Pharma, Inc.",483,2024-01-17,https://www.fda.gov/media/88414/download,286310
2015-07-10,3002468086,"QuVa Pharma, Inc.",483,2024-01-17,https://www.fda.gov/media/88425/download,286299
2016-07-25,3002468086,"QuVa Pharma, Inc.",483,2024-01-17,https://www.fda.gov/media/88917/download,286351
2016-07-25,3002468086,"QuVa Pharma, Inc.",483,2024-01-17,https://www.fda.gov/media/90861/download,286349
2017-02-08,3002468086,"QuVa Pharma, Inc.",483,2024-01-17,https://www.fda.gov/media/102393/download,286358
2018-05-30,3002468086,"QuVa Pharma, Inc.",483,2024-01-17,https://www.fda.gov/media/112957/download,286374
2015-07-11,3002498892,Theken Companies LLC,483,2024-01-17,https://www.fda.gov/media/83124/download,286530
2015-07-10,3002527924,Nature Pure LLC,483,2024-01-17,https://www.fda.gov/media/84657/download,286524
2015-07-11,3002527924,Nature Pure LLC,483,2024-01-17,https://www.fda.gov/media/81519/download,286533
2015-07-10,3002719998,"RTI Surgical, Inc. dba RTI Biologics, Inc.",483,2024-01-17,https://www.fda.gov/media/84868/download,287027
2015-07-10,3002899224,"Luoma Egg Ranch, Inc.",483,2024-01-17,https://www.fda.gov/media/83394/download,286768
2015-07-22,3002942014,"Strata Skin Sciences, Inc.",483,2024-01-17,https://www.fda.gov/media/92834/download,287169
2017-08-08,3002946837,Pharmacy Resources Incorporated,483,2024-01-17,https://www.fda.gov/media/106688/download,287128
2015-07-11,3002954898,Artisan Kitchens LLC,483,2024-01-17,https://www.fda.gov/media/79902/download,286409
2015-07-23,3002957282,American National Red Cross (the),483,2024-01-17,https://www.fda.gov/media/79390/download,286610
2017-03-03,3002992930,Wickliffe Pharmaceutical Inc,483,2024-01-17,https://www.fda.gov/media/89573/download,286900
2017-09-12,3002992930,Wickliffe Pharmaceutical Inc,483,2024-01-17,https://www.fda.gov/media/106828/download,286906
2015-07-11,3003102962,"Akorn, Inc.",483,2024-01-17,https://www.fda.gov/media/82464/download,286972
2015-07-11,3003189885,"D & M Smoked Fish, Inc.",483,2024-01-17,https://www.fda.gov/media/78237/download,286589
2015-07-11,3003189885,"D & M Smoked Fish, Inc.",483,2024-01-17,https://www.fda.gov/media/78240/download,286586
2015-07-11,3003189885,"D & M Smoked Fish, Inc.",483,2024-01-17,https://www.fda.gov/media/78242/download,286599
2015-07-11,3003189885,"D & M Smoked Fish, Inc.",483,2024-01-17,https://www.fda.gov/media/78243/download,286592
2015-07-11,3003189885,"D & M Smoked Fish, Inc.",483,2024-01-17,https://www.fda.gov/media/78244/download,286593
2015-07-11,3003189885,"D & M Smoked Fish, Inc.",483,2024-01-17,https://www.fda.gov/media/78245/download,286600
2015-07-11,3003189885,"D & M Smoked Fish, Inc.",483,2024-01-17,https://www.fda.gov/media/78246/download,286596
2015-07-11,3003189885,"D & M Smoked Fish, Inc.",483,2024-01-17,https://www.fda.gov/media/78247/download,286584
2015-07-24,3003194604,"Actavis Laboratories FL, Inc.",483,2024-01-17,https://www.fda.gov/media/70106/download,287053
2016-09-01,3003348498,ImprimisRx NJ,483,2024-01-17,https://www.fda.gov/media/86620/download,286678
2016-09-01,3003348498,ImprimisRx NJ,483,2024-01-17,https://www.fda.gov/media/94287/download,286677
2017-08-21,3003348498,ImprimisRx NJ,483,2024-01-17,https://www.fda.gov/media/107326/download,286681
2015-07-11,3003380618,"Scenic View Dairy, LLC",483,2024-01-17,https://www.fda.gov/media/79779/download,286794
2015-07-11,3003380618,"Scenic View Dairy, LLC",483,2024-01-17,https://www.fda.gov/media/79787/download,286808
2015-07-11,3003380618,"Scenic View Dairy, LLC",483,2024-01-17,https://www.fda.gov/media/79791/download,286809
2015-07-11,3003380618,"Scenic View Dairy, LLC",483,2024-01-17,https://www.fda.gov/media/79800/download,286805
2015-07-23,3003434972,"Wedgewood Connect, LLC",483,2024-01-17,https://www.fda.gov/media/90695/download,287174
2015-07-23,3003434972,"Wedgewood Connect, LLC",483,2024-01-17,https://www.fda.gov/media/90698/download,287170
2016-03-23,3003434972,"Wedgewood Connect, LLC",483,2024-01-17,https://www.fda.gov/media/88066/download,287190
2018-10-24,3003434972,"Wedgewood Connect, LLC",483,2024-01-17,https://www.fda.gov/media/111291/download,287229
2015-07-11,3003550969,Vintage Cheese Company,483,2024-01-17,https://www.fda.gov/media/79910/download,287152
2015-07-11,3003550969,Vintage Cheese Company,483,2024-01-17,https://www.fda.gov/media/80008/download,287153
2015-10-29,3003644883,"ARL Biopharma, Inc. dba Analytical Research Laboratories",483,2024-01-17,https://www.fda.gov/media/86626/download,286515
2015-10-06,3003780900,"People's Custom Rx and Clinical Care, LLC",483,2024-01-17,https://www.fda.gov/media/93597/download,286394
2018-07-20,3003780900,"People's Custom Rx and Clinical Care, LLC",483,2024-01-17,https://www.fda.gov/media/114343/download,286403
2015-09-23,3003950641,"InvaGen Pharmaceuticals, Inc.",483,2024-01-17,https://www.fda.gov/media/93665/download,286622
2015-07-10,3004034796,"Delta Pharma, Inc.",483,2024-01-17,https://www.fda.gov/media/87071/download,286748
2018-06-08,3004034796,"Delta Pharma, Inc.",483,2024-01-17,https://www.fda.gov/media/98539/download,286758
2018-10-24,3004034796,"Delta Pharma, Inc.",483,2024-01-17,https://www.fda.gov/media/104654/download,286760
2016-01-05,3004107906,INCELL Corporation LLC,483,2024-01-17,https://www.fda.gov/media/94875/download,286341
2015-07-10,3004182921,"Impax Laboratories, LLC.",483,2024-01-17,https://www.fda.gov/media/85477/download,287139
2015-07-10,3004182921,"Impax Laboratories, LLC.",483,2024-01-17,https://www.fda.gov/media/85480/download,287140
2015-07-10,3004327090,"Cal-Maine Foods, Inc.",483,2024-01-17,https://www.fda.gov/media/83428/download,286747
2015-07-10,3004483463,"Coast Quality Pharmacy, LLC dba Anazao Health",483,2024-01-17,https://www.fda.gov/media/84939/download,287026
2015-10-27,3004483463,"Coast Quality Pharmacy, LLC dba Anazao Health",483,2024-01-17,https://www.fda.gov/media/94739/download,287054
2018-06-11,3004483463,"Coast Quality Pharmacy, LLC dba Anazao Health",483,2024-01-17,https://www.fda.gov/media/113573/download,287084
2017-08-08,3004486825,"Snyder Mark Drugs Roselle, Inc. d.b.a. Mark Drugs Pharmacy",483,2024-01-17,https://www.fda.gov/media/106706/download,286989
2015-08-05,3004504906,"Techni Med, Inc. dba The Compounder",483,2024-01-17,https://www.fda.gov/media/93052/download,286981
2018-02-21,3004504906,"Techni Med, Inc. dba The Compounder",483,2024-01-17,https://www.fda.gov/media/110779/download,286996
2017-04-12,3004513970,Resource Optimization & Innovation LLC,483,2024-01-17,https://www.fda.gov/media/102401/download,286739
2015-07-23,3004549631,"Eagle Analytical Services, Inc.",483,2024-01-17,https://www.fda.gov/media/86611/download,286328
2016-01-06,3004562873,Valgene Incorporated dba Cape Drugs,483,2024-01-17,https://www.fda.gov/media/95216/download,286874
2018-02-21,3004562873,Valgene Incorporated dba Cape Drugs,483,2024-01-17,https://www.fda.gov/media/110787/download,286882
2016-02-08,3004599113,"University Rx Specialist, dba University Compounding Pharmacy",483,2024-01-17,https://www.fda.gov/media/95583/download,287191
2017-11-22,3004599113,"University Rx Specialist, dba University Compounding Pharmacy",483,2024-01-17,https://www.fda.gov/media/108726/download,287220
2015-07-23,3004600090,California Pharmacy & Compounding Center,483,2024-01-17,https://www.fda.gov/media/89608/download,287176
2015-07-23,3004600090,California Pharmacy & Compounding Center,483,2024-01-17,https://www.fda.gov/media/91050/download,287173
2017-04-12,3004600090,California Pharmacy & Compounding Center,483,2024-01-17,https://www.fda.gov/media/100072/download,287213
2017-06-15,3004600090,California Pharmacy & Compounding Center,483,2024-01-17,https://www.fda.gov/media/104879/download,287217
2015-09-16,3004600183,"Millers of Wyckoff, Inc.",483,2024-01-17,https://www.fda.gov/media/93742/download,286669
2017-07-24,3004600183,"Millers of Wyckoff, Inc.",483,2024-01-17,https://www.fda.gov/media/106479/download,286680
2015-09-14,3004603767,JD & SN Inc.,483,2024-01-17,https://www.fda.gov/media/93503/download,287298
2017-10-02,3004603767,JD & SN Inc.,483,2024-01-17,https://www.fda.gov/media/107389/download,287285
2015-07-11,3004669670,"Opal Foods, LLC",483,2024-01-17,https://www.fda.gov/media/82302/download,286770
2015-07-10,3004969894,Triangle Compounding Pharmacy Inc,483,2024-01-17,https://www.fda.gov/media/85343/download,286560
2016-02-11,3004969894,Triangle Compounding Pharmacy Inc,483,2024-01-17,https://www.fda.gov/media/90268/download,286571
2016-02-11,3004969894,Triangle Compounding Pharmacy Inc,483,2024-01-17,https://www.fda.gov/media/91779/download,287018
2017-10-02,3004969894,Triangle Compounding Pharmacy Inc,483,2024-01-17,https://www.fda.gov/media/107034/download,286576
2017-03-02,3005098811,Simplot Frozen Vegetables LLC,483,2024-01-17,https://www.fda.gov/media/97963/download,287296
2017-08-21,3005457901,Gipsco Investment Corp,483,2024-01-17,https://www.fda.gov/media/107068/download,286550
2015-07-11,3005615655,"Jazz Pharmaceuticals, Inc",483,2024-01-17,https://www.fda.gov/media/82100/download,287154
2015-07-23,3005734706,MasterPharm LLC,483,2024-01-17,https://www.fda.gov/media/92880/download,286613
2017-02-28,3005734706,MasterPharm LLC,483,2024-01-17,https://www.fda.gov/media/103104/download,286638
2016-08-22,3006031801,US Compounding Inc,483,2024-01-17,https://www.fda.gov/media/99557/download,287239
2016-09-01,3006031801,US Compounding Inc,483,2024-01-17,https://www.fda.gov/media/93695/download,287237
2017-09-14,3006031801,US Compounding Inc,483,2024-01-17,https://www.fda.gov/media/88289/download,287241
2016-09-23,3006141618,"Town and Country Compounding and Consultation Services, LLC",483,2024-01-17,https://www.fda.gov/media/100127/download,286679
2015-07-11,3006208348,"Reedsburg Egg Company, Inc.",483,2024-01-17,https://www.fda.gov/media/82887/download,286250
2015-07-23,3006316363,"Resilience US, Inc.",483,2024-01-17,https://www.fda.gov/media/78284/download,286535
2018-01-08,3006372310,"Intrathecal Compounding Specialists, LLC",483,2024-01-17,https://www.fda.gov/media/110455/download,286893
2015-07-11,3006412304,"KRS Global Biotechnology, Inc",483,2024-01-17,https://www.fda.gov/media/88247/download,287043
2017-01-18,3006412304,"KRS Global Biotechnology, Inc",483,2024-01-17,https://www.fda.gov/media/100642/download,287071
2018-05-30,3006412304,"KRS Global Biotechnology, Inc",483,2024-01-17,https://www.fda.gov/media/110472/download,287086
2015-07-11,3006577714,"Brook View Dairy, L.L.C.",483,2024-01-17,https://www.fda.gov/media/79770/download,286793
2015-08-12,3006705815,Abbott Medical,483,2024-01-17,https://www.fda.gov/media/84940/download,286873
2015-07-11,3007271263,Premier Pharmacy Labs Inc,483,2024-01-17,https://www.fda.gov/media/88416/download,287041
2018-10-24,3007271263,Premier Pharmacy Labs Inc,483,2024-01-17,https://www.fda.gov/media/99260/download,287094
2017-02-17,3007500366,First Pharma Associates LLC dba Riverpoint Pharmacy,483,2024-01-17,https://www.fda.gov/media/102427/download,287291
2018-04-16,3007816026,"Vitalab Pharmacy, Inc. DBA Vasco Rx Specialty Pharmacy",483,2024-01-17,https://www.fda.gov/media/112662/download,287263
2018-01-10,3008307548,American CryoStem Corporation,483,2024-01-17,https://www.fda.gov/media/110027/download,286682
2016-01-23,3008563008,Exela Pharma Sciences LLC,483,2024-01-17,https://www.fda.gov/media/90320/download,287017
2016-12-23,3008563008,Exela Pharma Sciences LLC,483,2024-01-17,https://www.fda.gov/media/101609/download,287209
2015-07-11,3008564249,"Esbenshade, Inc dba Esbenshade Farms",483,2024-01-17,https://www.fda.gov/media/79877/download,286470
2015-07-11,3008564269,"Hillside Poultry Farms, Inc",483,2024-01-17,https://www.fda.gov/media/79892/download,286460
2015-07-23,3008586462,"Jeni's Splendid Ice Creams, LLC",483,2024-01-17,https://www.fda.gov/media/92118/download,286540
2015-07-10,3008719356,M.G. Waldbaum Company dba Williamette Egg Farm - Satrum,483,2024-01-17,https://www.fda.gov/media/82710/download,286501
2015-07-10,3008775739,"Jordan Egg Farm, Inc.",483,2024-01-17,https://www.fda.gov/media/83439/download,286888
2015-07-10,3008776781,Providence Egg Producers 4,483,2024-01-17,https://www.fda.gov/media/83591/download,286439
2015-07-10,3008777754,"Shady Brae Farms, Inc",483,2024-01-17,https://www.fda.gov/media/83781/download,286449
2015-07-10,3008778170,Pleasant View Acres Farm,483,2024-01-17,https://www.fda.gov/media/84665/download,286437
2015-07-10,3008779861,Eisenbise Farm,483,2024-01-17,https://www.fda.gov/media/83944/download,286443
2015-07-10,3008780094,Malcolm Sonnen,483,2024-01-17,https://www.fda.gov/media/83534/download,286450
2015-07-10,3008804763,"Forsman Farms, Inc.",483,2024-01-17,https://www.fda.gov/media/82938/download,286762
2015-07-10,3008827873,"Cal-Maine Foods, Inc.",483,2024-01-17,https://www.fda.gov/media/82918/download,287022
2015-07-10,3008874269,"Farmer John Egg Enterprises, Inc.",483,2024-01-17,https://www.fda.gov/media/83385/download,287147
2015-07-11,3008874269,"Farmer John Egg Enterprises, Inc.",483,2024-01-17,https://www.fda.gov/media/83446/download,287162
2016-05-19,3009192575,"Vita Pharmacy, LLC dba Talon Compounding Pharmacy",483,2024-01-17,https://www.fda.gov/media/93166/download,286347
2016-08-10,3009192575,"Vita Pharmacy, LLC dba Talon Compounding Pharmacy",483,2024-01-17,https://www.fda.gov/media/99824/download,286354
2018-08-30,3009192575,"Vita Pharmacy, LLC dba Talon Compounding Pharmacy",483,2024-01-17,https://www.fda.gov/media/115808/download,286379
2018-07-09,3009571102,"La Vita Compounding Pharmacy, LLC",483,2024-01-17,https://www.fda.gov/media/114283/download,287226
2015-07-10,3009590582,"Central Admixture Pharmacy Services, Inc.",483,2024-01-17,https://www.fda.gov/media/89357/download,286429
2015-07-23,3009590582,"Central Admixture Pharmacy Services, Inc.",483,2024-01-17,https://www.fda.gov/media/90905/download,286476
2016-10-14,3009590582,"Central Admixture Pharmacy Services, Inc.",483,2024-01-17,https://www.fda.gov/media/100652/download,286488
2018-04-12,3009712882,Prescription Labs Inc dba Greenpark,483,2024-01-17,https://www.fda.gov/media/108730/download,286373
2015-07-10,3010087152,"Downing Labs, LLC",483,2024-01-17,https://www.fda.gov/media/85814/download,286309
2015-07-10,3010087152,"Downing Labs, LLC",483,2024-01-17,https://www.fda.gov/media/88922/download,286296
2015-10-23,3010087152,"Downing Labs, LLC",483,2024-01-17,https://www.fda.gov/media/94098/download,286333
2018-01-16,3010166880,"LEESAR, INC",483,2024-01-17,https://www.fda.gov/media/89196/download,287079
2018-10-24,3010166880,"LEESAR, INC",483,2024-01-17,https://www.fda.gov/media/106836/download,287093
2016-08-08,3010241801,"Vital Care Compounder, Inc",483,2024-01-17,https://www.fda.gov/media/99665/download,286755
2018-10-24,3010348724,F.H. Investments Inc.,483,2024-01-17,https://www.fda.gov/media/115061/download,287283
2017-09-29,3010371376,"New England Life Care, Inc. dba Advanced Compounding Solutions",483,2024-01-17,https://www.fda.gov/media/107752/download,286854
2018-02-02,3010371376,"New England Life Care, Inc. dba Advanced Compounding Solutions",483,2024-01-17,https://www.fda.gov/media/107435/download,286856
2017-04-12,3010490167,"Edge Pharma, LLC",483,2024-01-17,https://www.fda.gov/media/103169/download,286279
2018-10-24,3010490167,"Edge Pharma, LLC",483,2024-01-17,https://www.fda.gov/media/112561/download,286280
2015-11-18,3010536120,"Medical Center Pharmacy, Inc.",483,2024-01-17,https://www.fda.gov/media/94192/download,286390
2016-02-11,3010589333,Right Value Drug Stores LLC,483,2024-01-17,https://www.fda.gov/media/91290/download,286339
2018-10-12,3010589333,Right Value Drug Stores LLC,483,2024-01-17,https://www.fda.gov/media/106102/download,286380
2016-03-07,3010621916,"Drug Depot, LLC., dba APS Pharmacy",483,2024-01-17,https://www.fda.gov/media/96144/download,287058
2018-07-26,3010621916,"Drug Depot, LLC., dba APS Pharmacy",483,2024-01-17,https://www.fda.gov/media/114932/download,287089
2015-07-17,3010680515,US Specialty Formulations LLC,483,2024-01-17,https://www.fda.gov/media/92186/download,286471
2017-10-25,3010680515,US Specialty Formulations LLC,483,2024-01-17,https://www.fda.gov/media/107407/download,286495
2015-07-10,3010683157,"SCA Pharmaceuticals, Inc.",483,2024-01-17,https://www.fda.gov/media/88411/download,287232
2018-01-08,3010683157,"SCA Pharmaceuticals, Inc.",483,2024-01-17,https://www.fda.gov/media/109984/download,287244
2015-07-10,3010810839,Avenue Pharmacy Inc dba Pathway Pharmacy,483,2024-01-17,https://www.fda.gov/media/88877/download,287023
2015-07-23,3010810839,Avenue Pharmacy Inc dba Pathway Pharmacy,483,2024-01-17,https://www.fda.gov/media/90258/download,287050
2017-06-15,3010840309,"SterRx, LLC",483,2024-01-17,https://www.fda.gov/media/104843/download,286642
2017-01-18,3010922197,"Complete Pharmacy and Medical Solutions, LLC.",483,2024-01-17,https://www.fda.gov/media/89974/download,287070
2018-10-24,3010922197,"Complete Pharmacy and Medical Solutions, LLC.",483,2024-01-17,https://www.fda.gov/media/104437/download,287092
2015-10-23,3010943533,"Pine Pharmaceuticals, LLC",483,2024-01-17,https://www.fda.gov/media/94280/download,286620
2018-10-24,3010943533,"Pine Pharmaceuticals, LLC",483,2024-01-17,https://www.fda.gov/media/113359/download,286647
2015-07-23,3010955218,Johnson Memorial Cancer Center,483,2024-01-17,https://www.fda.gov/media/89540/download,287106
2015-07-23,3011123993,Infusion Systems of SW Florida Inc. dba Myerlee Pharmacy,483,2024-01-17,https://www.fda.gov/media/90286/download,287051
2017-10-02,3011123993,Infusion Systems of SW Florida Inc. dba Myerlee Pharmacy,483,2024-01-17,https://www.fda.gov/media/107273/download,287078
2015-07-23,3011152407,AnazaoHealth Corporation,483,2024-01-17,https://www.fda.gov/media/91234/download,286698
2017-04-28,3011152407,AnazaoHealth Corporation,483,2024-01-17,https://www.fda.gov/media/104822/download,286703
2017-05-15,3011152407,AnazaoHealth Corporation,483,2024-01-17,https://www.fda.gov/media/104643/download,286704
2017-05-15,3011158388,Nephron Sterile Compounding Center LLC,483,2024-01-17,https://www.fda.gov/media/104798/download,286415
2018-05-30,3011158388,Nephron Sterile Compounding Center LLC,483,2024-01-17,https://www.fda.gov/media/113070/download,286416
2016-02-04,3011286349,"Qualgen, LLC",483,2024-01-17,https://www.fda.gov/media/94086/download,286517
2017-06-15,3011286349,"Qualgen, LLC",483,2024-01-17,https://www.fda.gov/media/105802/download,286516
2016-09-02,3011319445,Hybrid Pharma LLC,483,2024-01-17,https://www.fda.gov/media/99720/download,287065
2016-10-19,3011412185,Montana Compounding Pharmacy PC,483,2024-01-17,https://www.fda.gov/media/101083/download,286721
2015-07-17,3011430551,"Brookfield Medical/Surgical Supplies, Inc.",483,2024-01-17,https://www.fda.gov/media/91905/download,287104
2017-05-24,3011430551,"Brookfield Medical/Surgical Supplies, Inc.",483,2024-01-17,https://www.fda.gov/media/104902/download,287108
2017-08-03,3011430551,"Brookfield Medical/Surgical Supplies, Inc.",483,2024-01-17,https://www.fda.gov/media/106664/download,287110
2017-09-27,3011430551,"Brookfield Medical/Surgical Supplies, Inc.",483,2024-01-17,https://www.fda.gov/media/104894/download,287111
2016-05-13,3011624368,"Option Care Enterprises, Inc. dba Option Care",483,2024-01-17,https://www.fda.gov/media/97876/download,287238
2015-12-16,3011627411,Sentara Infusion Services,483,2024-01-17,https://www.fda.gov/media/94061/download,286272
2015-09-21,3011688532,Eagle Pharma Outsourcing LLC,483,2024-01-17,https://www.fda.gov/media/93433/download,287276
2018-10-24,3011688532,Eagle Pharma Outsourcing LLC,483,2024-01-17,https://www.fda.gov/media/113594/download,287282
2016-02-25,3011755158,"Concord, Inc. dba Carlton's Dunwoody Pharmacy",483,2024-01-17,https://www.fda.gov/media/96128/download,287019
2017-04-12,3011761321,"Wells Pharmacy, Inc",483,2024-01-17,https://www.fda.gov/media/101631/download,286399
2018-10-24,3011761321,"Wells Pharmacy, Inc",483,2024-01-17,https://www.fda.gov/media/113085/download,286405
2018-04-16,3011769075,One Way Drug DBA Partell Specialty Pharmacy,483,2024-01-17,https://www.fda.gov/media/112693/download,286707
2016-05-19,3011830726,"Algunas Inc., dba Woodland Hills Compounding Pharmacy",483,2024-01-17,https://www.fda.gov/media/97550/download,287194
2016-05-19,3011830726,"Algunas Inc., dba Woodland Hills Compounding Pharmacy",483,2024-01-17,https://www.fda.gov/media/98069/download,287195
2016-08-22,3011887629,Empower Pharmacy,483,2024-01-17,https://www.fda.gov/media/95350/download,286352
