,trial_identifier,cro_involved,withdrawals,enrolled,start_date,completion_date,estimated_completion_date,dropout_rate,country,city,cro_name_standardized
1814,NCT04029363,ICON plc,,120.0,2019-05-28,,2025-03-15,,Germany,Bonn,ICON plc
1815,NCT04029363,ICON plc,,120.0,2019-05-28,,2025-03-15,,Germany,Dresden,ICON plc
1816,NCT04029363,ICON plc,,120.0,2019-05-28,,2025-03-15,,Germany,Hamburg,ICON plc
1817,NCT04029363,ICON plc,,120.0,2019-05-28,,2025-03-15,,Germany,Hamburg,ICON plc
1818,NCT04029363,ICON plc,,120.0,2019-05-28,,2025-03-15,,Germany,Heidelberg,ICON plc
1819,NCT04029363,ICON plc,,120.0,2019-05-28,,2025-03-15,,Germany,Leipzig,ICON plc
1820,NCT04029363,ICON plc,,120.0,2019-05-28,,2025-03-15,,Germany,Munich,ICON plc
1821,NCT04029363,ICON plc,,120.0,2019-05-28,,2025-03-15,,Germany,Rostock,ICON plc
1822,NCT04029363,ICON plc,,120.0,2019-05-28,,2025-03-15,,Germany,Ulm,ICON plc
1823,NCT04029363,ICON plc,,120.0,2019-05-28,,2025-03-15,,Poland,Gdańsk,ICON plc
1824,NCT04029363,ICON plc,,120.0,2019-05-28,,2025-03-15,,Poland,Katowice,ICON plc
1825,NCT04029363,ICON plc,,120.0,2019-05-28,,2025-03-15,,Poland,Poznan,ICON plc
1826,NCT04029363,ICON plc,,120.0,2019-05-28,,2025-03-15,,Poland,Warsaw,ICON plc
1827,NCT04029363,ICON plc,,120.0,2019-05-28,,2025-03-15,,Poland,Warsaw,ICON plc
1828,NCT04029363,ICON plc,,120.0,2019-05-28,,2025-03-15,,Singapore,Singapore,ICON plc
1829,NCT04029363,ICON plc,,120.0,2019-05-28,,2025-03-15,,United Kingdom,Belfast,ICON plc
1830,NCT04029363,ICON plc,,120.0,2019-05-28,,2025-03-15,,United Kingdom,Brighton,ICON plc
1831,NCT04029363,ICON plc,,120.0,2019-05-28,,2025-03-15,,United Kingdom,Edinburgh,ICON plc
1832,NCT04029363,ICON plc,,120.0,2019-05-28,,2025-03-15,,United Kingdom,Leeds,ICON plc
1833,NCT04029363,ICON plc,,120.0,2019-05-28,,2025-03-15,,United Kingdom,Leicester,ICON plc
1834,NCT04029363,ICON plc,,120.0,2019-05-28,,2025-03-15,,United Kingdom,London,ICON plc
1835,NCT04029363,ICON plc,,120.0,2019-05-28,,2025-03-15,,United Kingdom,London,ICON plc
1836,NCT04029363,ICON plc,,120.0,2019-05-28,,2025-03-15,,United Kingdom,Oxford,ICON plc
1838,NCT04115956,PRA Health Sciences,,6.0,2020-08-06,2022-01-05,,,United States,Boston,ICON plc
1839,NCT04115956,PRA Health Sciences,,6.0,2020-08-06,2022-01-05,,,Czechia,Ostrava - Poruba,ICON plc
1840,NCT04115956,PRA Health Sciences,,6.0,2020-08-06,2022-01-05,,,France,Limoges,ICON plc
1841,NCT04115956,PRA Health Sciences,,6.0,2020-08-06,2022-01-05,,,Germany,Heidelberg,ICON plc
1842,NCT04115956,PRA Health Sciences,,6.0,2020-08-06,2022-01-05,,,Greece,Athen,ICON plc
1843,NCT04115956,PRA Health Sciences,,6.0,2020-08-06,2022-01-05,,,Israel,Jerusalem,ICON plc
1844,NCT04115956,PRA Health Sciences,,6.0,2020-08-06,2022-01-05,,,Norway,Oslo,ICON plc
1845,NCT04115956,PRA Health Sciences,,6.0,2020-08-06,2022-01-05,,,Spain,Barcelona,ICON plc
1846,NCT04115956,PRA Health Sciences,,6.0,2020-08-06,2022-01-05,,,United Kingdom,London,ICON plc
1848,NCT04796935,ICON plc,4.0,95.0,2021-04-04,2021-11-24,,0.0421052631578947,United States,Providence,ICON plc
1849,NCT04796935,ICON plc,4.0,95.0,2021-04-04,2021-11-24,,0.0421052631578947,United States,Charleston,ICON plc
1850,NCT04796935,ICON plc,4.0,95.0,2021-04-04,2021-11-24,,0.0421052631578947,United States,Houston,ICON plc
1851,NCT06179290,Celerion,,921.0,2023-10-02,2024-05-15,,,United States,Rogers,Celerion
1852,NCT06179290,Celerion,,921.0,2023-10-02,2024-05-15,,,United States,Overland Park,Celerion
1853,NCT06179290,Celerion,,921.0,2023-10-02,2024-05-15,,,United States,Lexington,Celerion
1854,NCT06179290,Celerion,,921.0,2023-10-02,2024-05-15,,,United States,Springfield,Celerion
1855,NCT06179290,Celerion,,921.0,2023-10-02,2024-05-15,,,United States,Lincoln,Celerion
1856,NCT06179290,Celerion,,921.0,2023-10-02,2024-05-15,,,United States,Knoxville,Celerion
1857,NCT06179290,Celerion,,921.0,2023-10-02,2024-05-15,,,United States,West Bend,Celerion
1858,NCT03382769,Syneos Health,,1.0,2019-03-27,2020-01-04,,,United States,Tucson,Syneos Health
1859,NCT03382769,Syneos Health,,1.0,2019-03-27,2020-01-04,,,United States,Los Angeles,Syneos Health
1860,NCT03382769,Syneos Health,,1.0,2019-03-27,2020-01-04,,,United States,Saint Louis,Syneos Health
1861,NCT03382769,Syneos Health,,1.0,2019-03-27,2020-01-04,,,United States,New York,Syneos Health
1862,NCT03382769,Syneos Health,,1.0,2019-03-27,2020-01-04,,,United States,Chapel Hill,Syneos Health
1863,NCT03382769,Syneos Health,,1.0,2019-03-27,2020-01-04,,,United States,Cincinnati,Syneos Health
1864,NCT03382769,Syneos Health,,1.0,2019-03-27,2020-01-04,,,United States,Columbus,Syneos Health
1865,NCT03382769,Syneos Health,,1.0,2019-03-27,2020-01-04,,,United States,Milwaukee,Syneos Health
1866,NCT05358795,FHI 360,,1400.0,2023-04-01,,2025-08-31,,Zambia,Ndola,FHI Clinical
1867,NCT06713369,Fortrea,,8.0,2025-04-02,,2026-09-10,,United Kingdom,Liverpool,Fortrea
1868,NCT06713369,Fortrea,,8.0,2025-04-02,,2026-09-10,,United Kingdom,Manchester,Fortrea
1869,NCT06560151,ICON plc,,1380.0,2024-08-21,,2025-05-31,,United States,Atlanta,ICON plc
1870,NCT06560151,ICON plc,,1380.0,2024-08-21,,2025-05-31,,United States,Savannah,ICON plc
1871,NCT06560151,ICON plc,,1380.0,2024-08-21,,2025-05-31,,United States,Oak Lawn,ICON plc
1872,NCT06560151,ICON plc,,1380.0,2024-08-21,,2025-05-31,,United States,Lenexa,ICON plc
1873,NCT06560151,ICON plc,,1380.0,2024-08-21,,2025-05-31,,United States,Wichita,ICON plc
1874,NCT06560151,ICON plc,,1380.0,2024-08-21,,2025-05-31,,United States,Lexington,ICON plc
1875,NCT06560151,ICON plc,,1380.0,2024-08-21,,2025-05-31,,United States,New Orleans,ICON plc
1876,NCT06560151,ICON plc,,1380.0,2024-08-21,,2025-05-31,,United States,Prairieville,ICON plc
1877,NCT06560151,ICON plc,,1380.0,2024-08-21,,2025-05-31,,United States,New York,ICON plc
1878,NCT06560151,ICON plc,,1380.0,2024-08-21,,2025-05-31,,United States,Cary,ICON plc
1879,NCT06560151,ICON plc,,1380.0,2024-08-21,,2025-05-31,,United States,Hickory,ICON plc
1880,NCT06560151,ICON plc,,1380.0,2024-08-21,,2025-05-31,,United States,Statesville,ICON plc
1881,NCT06560151,ICON plc,,1380.0,2024-08-21,,2025-05-31,,United States,Wilmington,ICON plc
1882,NCT06560151,ICON plc,,1380.0,2024-08-21,,2025-05-31,,United States,Cincinnati,ICON plc
1883,NCT06560151,ICON plc,,1380.0,2024-08-21,,2025-05-31,,United States,Tulsa,ICON plc
1884,NCT06560151,ICON plc,,1380.0,2024-08-21,,2025-05-31,,United States,Yukon,ICON plc
1885,NCT06560151,ICON plc,,1380.0,2024-08-21,,2025-05-31,,United States,Austin,ICON plc
1886,NCT06560151,ICON plc,,1380.0,2024-08-21,,2025-05-31,,United States,Conroe,ICON plc
1887,NCT06560151,ICON plc,,1380.0,2024-08-21,,2025-05-31,,United States,San Antonio,ICON plc
1888,NCT06560151,ICON plc,,1380.0,2024-08-21,,2025-05-31,,United States,Sterling,ICON plc
1889,NCT03776539,Syneos Health,,24.0,2019-01-04,2019-07-30,,,United States,Miami,Syneos Health
1890,NCT03776539,Syneos Health,,24.0,2019-01-04,2019-07-30,,,United States,Miami,Syneos Health
1891,NCT06795906,Parexel,,24.0,2025-01-28,,2025-06-27,,Germany,Ahrensburg,Parexel
1892,NCT06795906,Parexel,,24.0,2025-01-28,,2025-06-27,,Germany,Berlin,Parexel
1893,NCT06795906,Parexel,,24.0,2025-01-28,,2025-06-27,,Germany,Mainz,Parexel
1894,NCT05188729,Veristat,3.0,92.0,2022-02-01,2024-04-15,,0.0326086956521739,United States,San Diego,Veristat
1895,NCT05188729,Instat Clinical Research,3.0,92.0,2022-02-01,2024-04-15,,0.0326086956521739,United States,San Diego,Veristat
1896,NCT05188729,Veristat,3.0,92.0,2022-02-01,2024-04-15,,0.0326086956521739,United States,Boca Raton,Veristat
1897,NCT05188729,Instat Clinical Research,3.0,92.0,2022-02-01,2024-04-15,,0.0326086956521739,United States,Boca Raton,Veristat
1898,NCT05188729,Veristat,3.0,92.0,2022-02-01,2024-04-15,,0.0326086956521739,United States,Coral Springs,Veristat
1899,NCT05188729,Instat Clinical Research,3.0,92.0,2022-02-01,2024-04-15,,0.0326086956521739,United States,Coral Springs,Veristat
1900,NCT05188729,Veristat,3.0,92.0,2022-02-01,2024-04-15,,0.0326086956521739,United States,Saint Augustine,Veristat
1901,NCT05188729,Instat Clinical Research,3.0,92.0,2022-02-01,2024-04-15,,0.0326086956521739,United States,Saint Augustine,Veristat
1902,NCT05188729,Veristat,3.0,92.0,2022-02-01,2024-04-15,,0.0326086956521739,United States,Snellville,Veristat
1903,NCT05188729,Instat Clinical Research,3.0,92.0,2022-02-01,2024-04-15,,0.0326086956521739,United States,Snellville,Veristat
1904,NCT05188729,Veristat,3.0,92.0,2022-02-01,2024-04-15,,0.0326086956521739,United States,Oakbrook Terrace,Veristat
1905,NCT05188729,Instat Clinical Research,3.0,92.0,2022-02-01,2024-04-15,,0.0326086956521739,United States,Oakbrook Terrace,Veristat
1906,NCT05188729,Veristat,3.0,92.0,2022-02-01,2024-04-15,,0.0326086956521739,United States,Rockville,Veristat
1907,NCT05188729,Instat Clinical Research,3.0,92.0,2022-02-01,2024-04-15,,0.0326086956521739,United States,Rockville,Veristat
1908,NCT05188729,Veristat,3.0,92.0,2022-02-01,2024-04-15,,0.0326086956521739,United States,Rockville,Veristat
1909,NCT05188729,Instat Clinical Research,3.0,92.0,2022-02-01,2024-04-15,,0.0326086956521739,United States,Rockville,Veristat
1910,NCT05188729,Veristat,3.0,92.0,2022-02-01,2024-04-15,,0.0326086956521739,United States,Portsmouth,Veristat
1911,NCT05188729,Instat Clinical Research,3.0,92.0,2022-02-01,2024-04-15,,0.0326086956521739,United States,Portsmouth,Veristat
1912,NCT05188729,Veristat,3.0,92.0,2022-02-01,2024-04-15,,0.0326086956521739,United States,Pittsburgh,Veristat
1913,NCT05188729,Instat Clinical Research,3.0,92.0,2022-02-01,2024-04-15,,0.0326086956521739,United States,Pittsburgh,Veristat
1914,NCT05188729,Veristat,3.0,92.0,2022-02-01,2024-04-15,,0.0326086956521739,United States,Dripping Springs,Veristat
1915,NCT05188729,Instat Clinical Research,3.0,92.0,2022-02-01,2024-04-15,,0.0326086956521739,United States,Dripping Springs,Veristat
1916,NCT05188729,Veristat,3.0,92.0,2022-02-01,2024-04-15,,0.0326086956521739,United States,Houston,Veristat
1917,NCT05188729,Instat Clinical Research,3.0,92.0,2022-02-01,2024-04-15,,0.0326086956521739,United States,Houston,Veristat
1918,NCT05188729,Veristat,3.0,92.0,2022-02-01,2024-04-15,,0.0326086956521739,United States,Pflugerville,Veristat
1919,NCT05188729,Instat Clinical Research,3.0,92.0,2022-02-01,2024-04-15,,0.0326086956521739,United States,Pflugerville,Veristat
2009,NCT05124483,PRA Health Sciences,,600.0,2022-04-21,,2022-07-01,,Netherlands,Groningen,ICON plc
2015,NCT04590248,Parexel,19.0,109.0,2020-11-30,2022-05-23,,0.1743119266055046,United States,Burbank,Parexel
2016,NCT04590248,Parexel,19.0,109.0,2020-11-30,2022-05-23,,0.1743119266055046,United States,Duarte,Parexel
2017,NCT04590248,Parexel,19.0,109.0,2020-11-30,2022-05-23,,0.1743119266055046,United States,La Jolla,Parexel
2018,NCT04590248,Parexel,19.0,109.0,2020-11-30,2022-05-23,,0.1743119266055046,United States,West Hollywood,Parexel
2019,NCT04590248,Parexel,19.0,109.0,2020-11-30,2022-05-23,,0.1743119266055046,United States,Aurora,Parexel
2020,NCT04590248,Parexel,19.0,109.0,2020-11-30,2022-05-23,,0.1743119266055046,United States,Iowa City,Parexel
2021,NCT04590248,Parexel,19.0,109.0,2020-11-30,2022-05-23,,0.1743119266055046,United States,Covington,Parexel
2022,NCT04590248,Parexel,19.0,109.0,2020-11-30,2022-05-23,,0.1743119266055046,United States,Boston,Parexel
2023,NCT04590248,Parexel,19.0,109.0,2020-11-30,2022-05-23,,0.1743119266055046,United States,Rochester,Parexel
2024,NCT04590248,Parexel,19.0,109.0,2020-11-30,2022-05-23,,0.1743119266055046,United States,New Brunswick,Parexel
2025,NCT04590248,Parexel,19.0,109.0,2020-11-30,2022-05-23,,0.1743119266055046,United States,Bronx,Parexel
2026,NCT04590248,Parexel,19.0,109.0,2020-11-30,2022-05-23,,0.1743119266055046,United States,New York,Parexel
2027,NCT04590248,Parexel,19.0,109.0,2020-11-30,2022-05-23,,0.1743119266055046,United States,Spokane,Parexel
2028,NCT04590248,Parexel,19.0,109.0,2020-11-30,2022-05-23,,0.1743119266055046,United States,Vancouver,Parexel
2029,NCT04590248,Parexel,19.0,109.0,2020-11-30,2022-05-23,,0.1743119266055046,Canada,Toronto,Parexel
2030,NCT04590248,Parexel,19.0,109.0,2020-11-30,2022-05-23,,0.1743119266055046,France,Dijon cedex,Parexel
2031,NCT04590248,Parexel,19.0,109.0,2020-11-30,2022-05-23,,0.1743119266055046,France,Marseille,Parexel
2032,NCT04590248,Parexel,19.0,109.0,2020-11-30,2022-05-23,,0.1743119266055046,France,Nice,Parexel
2033,NCT04590248,Parexel,19.0,109.0,2020-11-30,2022-05-23,,0.1743119266055046,France,Pierre Benite,Parexel
2034,NCT04590248,Parexel,19.0,109.0,2020-11-30,2022-05-23,,0.1743119266055046,France,Saint Herblain,Parexel
2035,NCT04590248,Parexel,19.0,109.0,2020-11-30,2022-05-23,,0.1743119266055046,Italy,Milan,Parexel
2036,NCT04590248,Parexel,19.0,109.0,2020-11-30,2022-05-23,,0.1743119266055046,Italy,Napoli,Parexel
2037,NCT04590248,Parexel,19.0,109.0,2020-11-30,2022-05-23,,0.1743119266055046,Italy,Roma,Parexel
2038,NCT04590248,Parexel,19.0,109.0,2020-11-30,2022-05-23,,0.1743119266055046,Spain,A Coruña,Parexel
2039,NCT04590248,Parexel,19.0,109.0,2020-11-30,2022-05-23,,0.1743119266055046,Spain,Barcelona,Parexel
2040,NCT04590248,Parexel,19.0,109.0,2020-11-30,2022-05-23,,0.1743119266055046,Spain,Barcelona,Parexel
2041,NCT04590248,Parexel,19.0,109.0,2020-11-30,2022-05-23,,0.1743119266055046,Spain,Pozuelo de Alarcón,Parexel
2044,NCT03700658,FHI 360,,27.0,2019-01-15,2020-10-02,,,Dominican Republic,Santo Domingo,FHI Clinical
2045,NCT05635305,Parexel,,50.0,2022-11-09,2023-02-07,,,Germany,Berlin,Parexel
2046,NCT04540393,Covance,,0.0,2020-09-02,,2020-12-04,,Russian Federation,Moscow,Fortrea
2047,NCT04540393,Covance,,0.0,2020-09-02,,2020-12-04,,Russian Federation,Saint Petersburg,Fortrea
2048,NCT04540393,Covance,,0.0,2020-09-02,,2020-12-04,,Russian Federation,Saint-Petersburg,Fortrea
2049,NCT04540393,Covance,,0.0,2020-09-02,,2020-12-04,,Russian Federation,St. Petersburg,Fortrea
2095,NCT05429840,ICON plc,,24.0,2022-06-01,2022-10-04,,,Netherlands,Groningen,ICON plc
2097,NCT04801095,Covance,,100.0,2021-07-14,,2025-08-08,,Australia,Clayton,Fortrea
2098,NCT04801095,Covance,,100.0,2021-07-14,,2025-08-08,,Australia,Heidelberg,Fortrea
2099,NCT04801095,Covance,,100.0,2021-07-14,,2025-08-08,,Australia,Nedlands,Fortrea
2100,NCT04801095,Covance,,100.0,2021-07-14,,2025-08-08,,"Korea, Republic of",Seongnam-si,Fortrea
2101,NCT04801095,Covance,,100.0,2021-07-14,,2025-08-08,,"Korea, Republic of",Seoul,Fortrea
2102,NCT04801095,Covance,,100.0,2021-07-14,,2025-08-08,,"Korea, Republic of",Seoul,Fortrea
2119,NCT06554821,Parexel,,28.0,2024-08-05,2024-10-08,,,Germany,Berlin,Parexel
2122,NCT03801967,Parexel,,28.0,2019-01-24,2019-05-02,,,United Kingdom,Harrow,Parexel
2123,NCT05310487,Syneos Health,,20.0,2022-09-30,2023-10-03,,,Australia,Melbourne,Syneos Health
2124,NCT05291286,CTI Clinical Trial and Consulting Services,,21.0,2022-10-17,2024-12-20,,,United States,Cincinnati,CTI Clinical
2125,NCT05291286,CTI Clinical Trial and Consulting Services,,21.0,2022-10-17,2024-12-20,,,United States,Columbus,CTI Clinical
2126,NCT05291286,CTI Clinical Trial and Consulting Services,,21.0,2022-10-17,2024-12-20,,,United States,Nashville,CTI Clinical
2144,NCT06315738,Parexel,,36.0,2024-08-19,,2029-06-30,,United States,New Haven,Parexel
2145,NCT06315738,Parexel,,36.0,2024-08-19,,2029-06-30,,United States,Orlando,Parexel
2146,NCT06315738,Parexel,,36.0,2024-08-19,,2029-06-30,,United States,Tampa,Parexel
2147,NCT06315738,Parexel,,36.0,2024-08-19,,2029-06-30,,United States,Evanston,Parexel
2148,NCT06315738,Parexel,,36.0,2024-08-19,,2029-06-30,,United States,Durham,Parexel
2149,NCT06315738,Parexel,,36.0,2024-08-19,,2029-06-30,,United States,Oklahoma City,Parexel
2150,NCT06315738,Parexel,,36.0,2024-08-19,,2029-06-30,,United States,Pittsburgh,Parexel
2151,NCT04620109,Parexel,,62.0,2020-08-26,,2021-03-31,,United States,Glendale,Parexel
2154,NCT04808531,George Clinical Pty Ltd,,360.0,2023-11-30,,2024-02-29,,,,George Clinical
2156,NCT06793397,Worldwide Clinical Trials,,330.0,2025-07-08,,2027-03-18,,,,Worldwide Clinical Trials
2158,NCT05082493,Worldwide Clinical Trials,,0.0,2023-12-31,2023-12-30,,,,,Worldwide Clinical Trials
2159,NCT04452474,Covance,,0.0,2020-06-30,,2020-11-16,,,,Fortrea
2161,NCT04958135,Celerion,,18.0,2021-06-16,2021-08-17,,,United States,Lincoln,Celerion
2165,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,Australia,Garran,George Clinical
2166,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,Australia,Concord,George Clinical
2167,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,Australia,Kingswood,George Clinical
2168,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,Australia,Kogarah,George Clinical
2169,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,Australia,Randwick,George Clinical
2170,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,Australia,St Leonards,George Clinical
2171,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,Australia,Wollongong,George Clinical
2172,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,Australia,Meadowbrook,George Clinical
2173,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,Australia,Southport,George Clinical
2174,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,Australia,Adelaide,George Clinical
2175,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,Australia,Bendigo,George Clinical
2176,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,Australia,St Albans,George Clinical
2177,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,Australia,Armadale,George Clinical
2178,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,Canada,Hamilton,George Clinical
2179,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,Canada,Ottawa,George Clinical
2180,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,France,Nancy,George Clinical
2181,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,France,Ars-Laquenexy,George Clinical
2182,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,France,Boulogne-Billancourt,George Clinical
2183,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,France,Boulogne-sur-Mer,George Clinical
2184,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,France,Brest,George Clinical
2185,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,France,Colmar,George Clinical
2186,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,France,Haguenau,George Clinical
2187,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,France,Haguenau,George Clinical
2188,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,France,Limoges,George Clinical
2189,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,France,Limoges,George Clinical
2190,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,France,Lyon,George Clinical
2191,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,France,Marseille,George Clinical
2192,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,France,Mulhouse,George Clinical
2193,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,France,Mulhouse,George Clinical
2194,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,France,Nice,George Clinical
2195,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,France,Pierre-Bénite,George Clinical
2196,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,France,Reims,George Clinical
2197,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,France,Strasbourg,George Clinical
2198,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,France,Tours,George Clinical
2199,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,France,Vandœuvre-lès-Nancy,George Clinical
2200,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,India,Raipur,George Clinical
2201,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,India,Nadiād,George Clinical
2202,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,India,Udupi,George Clinical
2203,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,India,Hadapsar,George Clinical
2204,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,India,Bathinda,George Clinical
2205,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,India,Ludhiāna,George Clinical
2206,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,India,Chennai,George Clinical
2207,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,India,Hyderabad,George Clinical
2208,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,India,Hyderabad,George Clinical
2209,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,India,Hyderabad,George Clinical
2210,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,India,Chandigarh,George Clinical
2211,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,India,Coimbatore,George Clinical
2212,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,India,Kilpauk,George Clinical
2213,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,India,Kolkata,George Clinical
2214,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,India,Nandyāl,George Clinical
2215,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,India,Proddatūr,George Clinical
2216,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,India,Saligramam,George Clinical
2217,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,India,Virugambakkam,George Clinical
2218,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,Malaysia,Alor Setar,George Clinical
2219,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,Malaysia,Kota Bharu,George Clinical
2220,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,Malaysia,Seremban,George Clinical
2221,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,Malaysia,Seberang Jaya,George Clinical
2222,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,Malaysia,Ipoh,George Clinical
2223,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,Malaysia,Kota Kinabalu,George Clinical
2224,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,Malaysia,Kajang,George Clinical
2225,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,Malaysia,Kuala Lumpur,George Clinical
2226,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,Malaysia,Kuala Lumpur,George Clinical
2227,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,Saudi Arabia,Al-Yasmin,George Clinical
2228,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,Saudi Arabia,Al-Yasmin,George Clinical
2229,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,Saudi Arabia,Ar-Rimayah,George Clinical
2230,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,Saudi Arabia,Riyad,George Clinical
2231,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,Saudi Arabia,Riyadh,George Clinical
2232,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,Singapore,Singapore,George Clinical
2233,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,Singapore,Singapore,George Clinical
2234,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,Taiwan,Taishan,George Clinical
2235,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,Taiwan,Kaohsiung,George Clinical
2236,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,Taiwan,Kaohsiung,George Clinical
2237,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,Taiwan,Taichung,George Clinical
2238,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,Taiwan,Taipei,George Clinical
2239,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,Taiwan,Taipei,George Clinical
2240,NCT03969953,George Clinical Pty Ltd,,2000.0,2020-12-14,,2027-06-30,,Taiwan,Taoyuan,George Clinical
