fei_number,cro_name_standardized,inspection_id,date_of_inspection,type_of_issue,classification,act/cfr_number,short_description,publish_date,form_483_flag,warning_letter_flag,download,source,record_id,specialization,notable_client,trial_identifier,withdrawals,enrolled,start_date,completion_date,estimated_completion_date,dropout_rate,country,city
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Belarus,Lesnoy
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Belarus,Minsk
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Bosnia and Herzegovina,Banja Luka
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Bulgaria,Dobrich
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Bulgaria,Haskovo
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Bulgaria,Plovdiv
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Bulgaria,Rousse
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Bulgaria,Sofia
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Bulgaria,Sofia
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Bulgaria,Sofia
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Bulgaria,Varna
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Bulgaria,Varna
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Georgia,Tbilisi
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Georgia,Tbilisi
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Georgia,Tbilisi
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Georgia,Tbilisi
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Greece,Athens
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Greece,Thessaloniki
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Greece,Thessaloniki
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Greece,Thessaloniki
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Hungary,Debrecen
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Hungary,Gyor
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Hungary,Kaposvár
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Hungary,Miskolc
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Hungary,Nyíregyháza
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Hungary,Pecs
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Lithuania,Kaunas
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Lithuania,Kaunas
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Romania,Baia Mare
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Romania,Bucharest
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Romania,Bucharest
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Romania,Bucharest
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Romania,Bucharest
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Romania,Cluj-Napoca
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Romania,Cluj-Napoca
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Romania,Constanta
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Romania,Craiova
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Romania,Suceava
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Romania,Timisoara
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Romania,Timisoara
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Russian Federation,Arkhangelsk
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Russian Federation,Barnaul
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Russian Federation,Bryansk
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Russian Federation,Chelyabinsk
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Russian Federation,Chelyabinsk
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Russian Federation,Ekaterinburg
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Russian Federation,Ivanovo
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Russian Federation,Kaluga
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Russian Federation,Kazan
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Russian Federation,Krasnoyarsk
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Russian Federation,Moscow
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Russian Federation,Moscow
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Russian Federation,Moscow
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Russian Federation,Moscow
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Russian Federation,Moscow
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Russian Federation,Nizhny Novgorod
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Russian Federation,Novosibirsk
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Russian Federation,Novosibirsk
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Russian Federation,Omsk
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Russian Federation,Omsk
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Russian Federation,Orenburg
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Russian Federation,Pyatigorsk
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Russian Federation,Ryazan
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Russian Federation,Samara
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Russian Federation,St. Petersburg
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Russian Federation,St. Petersburg
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Russian Federation,St. Petersburg
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Russian Federation,St. Petersburg
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Russian Federation,St. Petersburg
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Russian Federation,Tambov
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Russian Federation,Tomsk
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Russian Federation,Tomsk
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Russian Federation,Ufa
,PSI CRO,,,,,,,,,,,ClinicalTrials,,Mid-size full-service,"Alnylam, EMD Serono",NCT02557035,,441.0,2015-10-31,2016-03-31,,,Russian Federation,Veliky Novgorod
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT06692764,,202.0,2024-10-30,2025-04-18,,,United States,Inglewood
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT06692764,,202.0,2024-10-30,2025-04-18,,,United States,Northridge
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT06692764,,202.0,2024-10-30,2025-04-18,,,United States,Pomona
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT06692764,,202.0,2024-10-30,2025-04-18,,,United States,Boca Raton
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT06692764,,202.0,2024-10-30,2025-04-18,,,United States,Hialeah
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT06692764,,202.0,2024-10-30,2025-04-18,,,United States,Jacksonville
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT06692764,,202.0,2024-10-30,2025-04-18,,,United States,Miami
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT06692764,,202.0,2024-10-30,2025-04-18,,,United States,Miami
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT06692764,,202.0,2024-10-30,2025-04-18,,,United States,Miami
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT06692764,,202.0,2024-10-30,2025-04-18,,,United States,Miami
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT06692764,,202.0,2024-10-30,2025-04-18,,,United States,Ocala
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT06692764,,202.0,2024-10-30,2025-04-18,,,United States,Port Orange
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT06692764,,202.0,2024-10-30,2025-04-18,,,United States,Tamarac
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT06692764,,202.0,2024-10-30,2025-04-18,,,United States,Chicago
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT06692764,,202.0,2024-10-30,2025-04-18,,,United States,Potomac
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT06692764,,202.0,2024-10-30,2025-04-18,,,United States,New Bedford
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT06692764,,202.0,2024-10-30,2025-04-18,,,United States,New Windsor
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT06692764,,202.0,2024-10-30,2025-04-18,,,United States,Beavercreek
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT06692764,,202.0,2024-10-30,2025-04-18,,,United States,Horsham
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT06692764,,202.0,2024-10-30,2025-04-18,,,United States,Spartanburg
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT06692764,,202.0,2024-10-30,2025-04-18,,,United States,Austin
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT06692764,,202.0,2024-10-30,2025-04-18,,,United States,Dallas
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT06692764,,202.0,2024-10-30,2025-04-18,,,United States,El Paso
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT06692764,,202.0,2024-10-30,2025-04-18,,,United States,Hurst
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT06692764,,202.0,2024-10-30,2025-04-18,,,United States,Mesquite
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT06692764,,202.0,2024-10-30,2025-04-18,,,United States,Paris
,Parexel,,,,,,,,,,,ClinicalTrials,,"Late-phase, full-service","GlaxoSmithKline, AstraZeneca",NCT04270747,,576.0,2020-06-22,2022-07-18,,,United States,Phoenix
,Parexel,,,,,,,,,,,ClinicalTrials,,"Late-phase, full-service","GlaxoSmithKline, AstraZeneca",NCT04270747,,576.0,2020-06-22,2022-07-18,,,United States,Fullerton
,Parexel,,,,,,,,,,,ClinicalTrials,,"Late-phase, full-service","GlaxoSmithKline, AstraZeneca",NCT04270747,,576.0,2020-06-22,2022-07-18,,,United States,La Jolla
,Parexel,,,,,,,,,,,ClinicalTrials,,"Late-phase, full-service","GlaxoSmithKline, AstraZeneca",NCT04270747,,576.0,2020-06-22,2022-07-18,,,United States,Los Angeles
,Parexel,,,,,,,,,,,ClinicalTrials,,"Late-phase, full-service","GlaxoSmithKline, AstraZeneca",NCT04270747,,576.0,2020-06-22,2022-07-18,,,United States,Palm Desert
,Parexel,,,,,,,,,,,ClinicalTrials,,"Late-phase, full-service","GlaxoSmithKline, AstraZeneca",NCT04270747,,576.0,2020-06-22,2022-07-18,,,United States,Poway
,Parexel,,,,,,,,,,,ClinicalTrials,,"Late-phase, full-service","GlaxoSmithKline, AstraZeneca",NCT04270747,,576.0,2020-06-22,2022-07-18,,,United States,Redlands
,Parexel,,,,,,,,,,,ClinicalTrials,,"Late-phase, full-service","GlaxoSmithKline, AstraZeneca",NCT04270747,,576.0,2020-06-22,2022-07-18,,,United States,Sacramento
,Parexel,,,,,,,,,,,ClinicalTrials,,"Late-phase, full-service","GlaxoSmithKline, AstraZeneca",NCT04270747,,576.0,2020-06-22,2022-07-18,,,United States,Santa Ana
,Parexel,,,,,,,,,,,ClinicalTrials,,"Late-phase, full-service","GlaxoSmithKline, AstraZeneca",NCT04270747,,576.0,2020-06-22,2022-07-18,,,United States,Ventura
,Parexel,,,,,,,,,,,ClinicalTrials,,"Late-phase, full-service","GlaxoSmithKline, AstraZeneca",NCT04270747,,576.0,2020-06-22,2022-07-18,,,United States,Lakewood
,Parexel,,,,,,,,,,,ClinicalTrials,,"Late-phase, full-service","GlaxoSmithKline, AstraZeneca",NCT04270747,,576.0,2020-06-22,2022-07-18,,,United States,Waterford
,Parexel,,,,,,,,,,,ClinicalTrials,,"Late-phase, full-service","GlaxoSmithKline, AstraZeneca",NCT04270747,,576.0,2020-06-22,2022-07-18,,,United States,Lakeland
,Parexel,,,,,,,,,,,ClinicalTrials,,"Late-phase, full-service","GlaxoSmithKline, AstraZeneca",NCT04270747,,576.0,2020-06-22,2022-07-18,,,United States,Miami
,Parexel,,,,,,,,,,,ClinicalTrials,,"Late-phase, full-service","GlaxoSmithKline, AstraZeneca",NCT04270747,,576.0,2020-06-22,2022-07-18,,,United States,Winter Haven
,Parexel,,,,,,,,,,,ClinicalTrials,,"Late-phase, full-service","GlaxoSmithKline, AstraZeneca",NCT04270747,,576.0,2020-06-22,2022-07-18,,,United States,Augusta
,Parexel,,,,,,,,,,,ClinicalTrials,,"Late-phase, full-service","GlaxoSmithKline, AstraZeneca",NCT04270747,,576.0,2020-06-22,2022-07-18,,,United States,Marietta
,Parexel,,,,,,,,,,,ClinicalTrials,,"Late-phase, full-service","GlaxoSmithKline, AstraZeneca",NCT04270747,,576.0,2020-06-22,2022-07-18,,,United States,Elmhurst
,Parexel,,,,,,,,,,,ClinicalTrials,,"Late-phase, full-service","GlaxoSmithKline, AstraZeneca",NCT04270747,,576.0,2020-06-22,2022-07-18,,,United States,Leawood
,Parexel,,,,,,,,,,,ClinicalTrials,,"Late-phase, full-service","GlaxoSmithKline, AstraZeneca",NCT04270747,,576.0,2020-06-22,2022-07-18,,,United States,Metairie
,Parexel,,,,,,,,,,,ClinicalTrials,,"Late-phase, full-service","GlaxoSmithKline, AstraZeneca",NCT04270747,,576.0,2020-06-22,2022-07-18,,,United States,Baltimore
,Parexel,,,,,,,,,,,ClinicalTrials,,"Late-phase, full-service","GlaxoSmithKline, AstraZeneca",NCT04270747,,576.0,2020-06-22,2022-07-18,,,United States,Jackson
,Parexel,,,,,,,,,,,ClinicalTrials,,"Late-phase, full-service","GlaxoSmithKline, AstraZeneca",NCT04270747,,576.0,2020-06-22,2022-07-18,,,United States,Saint Louis Park
,Parexel,,,,,,,,,,,ClinicalTrials,,"Late-phase, full-service","GlaxoSmithKline, AstraZeneca",NCT04270747,,576.0,2020-06-22,2022-07-18,,,United States,Liverpool
,Parexel,,,,,,,,,,,ClinicalTrials,,"Late-phase, full-service","GlaxoSmithKline, AstraZeneca",NCT04270747,,576.0,2020-06-22,2022-07-18,,,United States,New York
,Parexel,,,,,,,,,,,ClinicalTrials,,"Late-phase, full-service","GlaxoSmithKline, AstraZeneca",NCT04270747,,576.0,2020-06-22,2022-07-18,,,United States,Troy
,Parexel,,,,,,,,,,,ClinicalTrials,,"Late-phase, full-service","GlaxoSmithKline, AstraZeneca",NCT04270747,,576.0,2020-06-22,2022-07-18,,,United States,Charlotte
,Parexel,,,,,,,,,,,ClinicalTrials,,"Late-phase, full-service","GlaxoSmithKline, AstraZeneca",NCT04270747,,576.0,2020-06-22,2022-07-18,,,United States,Cincinnati
,Parexel,,,,,,,,,,,ClinicalTrials,,"Late-phase, full-service","GlaxoSmithKline, AstraZeneca",NCT04270747,,576.0,2020-06-22,2022-07-18,,,United States,Kingston
,Parexel,,,,,,,,,,,ClinicalTrials,,"Late-phase, full-service","GlaxoSmithKline, AstraZeneca",NCT04270747,,576.0,2020-06-22,2022-07-18,,,United States,Ladson
,Parexel,,,,,,,,,,,ClinicalTrials,,"Late-phase, full-service","GlaxoSmithKline, AstraZeneca",NCT04270747,,576.0,2020-06-22,2022-07-18,,,United States,Rapid City
,Parexel,,,,,,,,,,,ClinicalTrials,,"Late-phase, full-service","GlaxoSmithKline, AstraZeneca",NCT04270747,,576.0,2020-06-22,2022-07-18,,,United States,Abilene
,Parexel,,,,,,,,,,,ClinicalTrials,,"Late-phase, full-service","GlaxoSmithKline, AstraZeneca",NCT04270747,,576.0,2020-06-22,2022-07-18,,,United States,Bellaire
,Parexel,,,,,,,,,,,ClinicalTrials,,"Late-phase, full-service","GlaxoSmithKline, AstraZeneca",NCT04270747,,576.0,2020-06-22,2022-07-18,,,United States,Dallas
,Parexel,,,,,,,,,,,ClinicalTrials,,"Late-phase, full-service","GlaxoSmithKline, AstraZeneca",NCT04270747,,576.0,2020-06-22,2022-07-18,,,United States,Fort Worth
,Parexel,,,,,,,,,,,ClinicalTrials,,"Late-phase, full-service","GlaxoSmithKline, AstraZeneca",NCT04270747,,576.0,2020-06-22,2022-07-18,,,United States,Fort Worth
,Parexel,,,,,,,,,,,ClinicalTrials,,"Late-phase, full-service","GlaxoSmithKline, AstraZeneca",NCT04270747,,576.0,2020-06-22,2022-07-18,,,United States,Fort Worth
,Parexel,,,,,,,,,,,ClinicalTrials,,"Late-phase, full-service","GlaxoSmithKline, AstraZeneca",NCT04270747,,576.0,2020-06-22,2022-07-18,,,United States,Midland
,Parexel,,,,,,,,,,,ClinicalTrials,,"Late-phase, full-service","GlaxoSmithKline, AstraZeneca",NCT04270747,,576.0,2020-06-22,2022-07-18,,,United States,San Antonio
,Parexel,,,,,,,,,,,ClinicalTrials,,"Late-phase, full-service","GlaxoSmithKline, AstraZeneca",NCT04270747,,576.0,2020-06-22,2022-07-18,,,United States,The Woodlands
,Parexel,,,,,,,,,,,ClinicalTrials,,"Late-phase, full-service","GlaxoSmithKline, AstraZeneca",NCT04270747,,576.0,2020-06-22,2022-07-18,,,United States,Willow Park
,Parexel,,,,,,,,,,,ClinicalTrials,,"Late-phase, full-service","GlaxoSmithKline, AstraZeneca",NCT04270747,,576.0,2020-06-22,2022-07-18,,,Canada,Ottawa
,Parexel,,,,,,,,,,,ClinicalTrials,,"Late-phase, full-service","GlaxoSmithKline, AstraZeneca",NCT04270747,,576.0,2020-06-22,2022-07-18,,,Canada,Boisbriand
,Parexel,,,,,,,,,,,ClinicalTrials,,"Late-phase, full-service","GlaxoSmithKline, AstraZeneca",NCT04270747,,576.0,2020-06-22,2022-07-18,,,Czechia,Pardubice
,Parexel,,,,,,,,,,,ClinicalTrials,,"Late-phase, full-service","GlaxoSmithKline, AstraZeneca",NCT04270747,,576.0,2020-06-22,2022-07-18,,,Czechia,Praha 10
,Parexel,,,,,,,,,,,ClinicalTrials,,"Late-phase, full-service","GlaxoSmithKline, AstraZeneca",NCT04270747,,576.0,2020-06-22,2022-07-18,,,Czechia,Praha 2
,Parexel,,,,,,,,,,,ClinicalTrials,,"Late-phase, full-service","GlaxoSmithKline, AstraZeneca",NCT04270747,,576.0,2020-06-22,2022-07-18,,,Czechia,Praha 5
,Parexel,,,,,,,,,,,ClinicalTrials,,"Late-phase, full-service","GlaxoSmithKline, AstraZeneca",NCT04270747,,576.0,2020-06-22,2022-07-18,,,Czechia,Usti nad Labem
,Parexel,,,,,,,,,,,ClinicalTrials,,"Late-phase, full-service","GlaxoSmithKline, AstraZeneca",NCT04270747,,576.0,2020-06-22,2022-07-18,,,Estonia,Tallinn
,Parexel,,,,,,,,,,,ClinicalTrials,,"Late-phase, full-service","GlaxoSmithKline, AstraZeneca",NCT04270747,,576.0,2020-06-22,2022-07-18,,,Estonia,Tallinn
,Parexel,,,,,,,,,,,ClinicalTrials,,"Late-phase, full-service","GlaxoSmithKline, AstraZeneca",NCT04270747,,576.0,2020-06-22,2022-07-18,,,Estonia,Tallinn
,Parexel,,,,,,,,,,,ClinicalTrials,,"Late-phase, full-service","GlaxoSmithKline, AstraZeneca",NCT04270747,,576.0,2020-06-22,2022-07-18,,,Estonia,Tartu
,Parexel,,,,,,,,,,,ClinicalTrials,,"Late-phase, full-service","GlaxoSmithKline, AstraZeneca",NCT04270747,,576.0,2020-06-22,2022-07-18,,,Germany,Freiburg
